"x","y","a","r","time_step","agent"
0.81141231693764,2.01349373611969,64.8768721946,0.3,26,"B_1"
7.33113104847918,8.69095177258715,4.8768721946,0.3,27,"A_1"
3.34687482789851,6.80693994386154,64.8768721946,0.3,27,"a_1"
1.02369478032517,2.46619248334363,64.8768721946,0.3,27,"B_1"
7.82932089553026,8.73345914012758,4.8768721946,0.3,28,"A_1"
3.55915729128603,7.25963869108548,64.8768721946,0.3,28,"a_1"
1.2359772437127,2.91889123056756,64.8768721946,0.3,28,"B_1"
8.32751074258135,8.77596650766801,4.8768721946,0.3,29,"A_1"
3.68960439457106,7.74232239004842,74.8768721946,0.3,29,"a_1"
1.5236449719728,3.32785000369472,54.8768721946,0.3,29,"B_1"
8.82570058963243,8.81847387520844,4.8768721946,0.3,30,"A_1"
3.82005149785609,8.22500608901136,74.8768721946,0.3,30,"a_1"
1.81131270023291,3.73680877682188,54.8768721946,0.3,30,"B_1"
9.32389043668351,8.86098124274887,4.8768721946,0.3,31,"A_1"
4.31962132389324,8.24574226303675,2.3768721946,0.3,31,"a_1"
2.02359516362044,4.18950752404582,64.8768721946,0.3,31,"B_1"
-0.25,-0.25,53.3832484809,0.3,31,"b_1"
9.8220802837346,8.9034886102893,4.8768721946,0.3,32,"A_1"
4.81919114993039,8.26647843706214,2.3768721946,0.3,32,"a_1"
2.23587762700797,4.64220627126975,64.8768721946,0.3,32,"B_1"
0.0482297842764851,0.151321561556816,53.3832484809,0.3,32,"b_1"
10.3202701307857,8.94599597782972,4.8768721946,0.3,33,"A_1"
5.31876097596754,8.28721461108754,2.3768721946,0.3,33,"a_1"
2.4481600903955,5.09490501849369,64.8768721946,0.3,33,"B_1"
0.34645956855297,0.552643123113632,53.3832484809,0.3,33,"b_1"
10.8184599778368,8.98850334537015,4.8768721946,0.3,34,"A_1"
5.81833080200469,8.30795078511293,2.3768721946,0.3,34,"a_1"
2.66044255378302,5.54760376571763,64.8768721946,0.3,34,"B_1"
0.644689352829455,0.953964684670448,53.3832484809,0.3,34,"b_1"
11.3166498248878,9.03101071291058,4.8768721946,0.3,35,"A_1"
6.31790062804184,8.32868695913833,2.3768721946,0.3,35,"a_1"
2.87272501717055,6.00030251294157,64.8768721946,0.3,35,"B_1"
0.94291913710594,1.35528624622726,53.3832484809,0.3,35,"b_1"
11.7998897218249,9.15938205709712,14.8768721946,0.3,36,"A_1"
6.81747045407899,8.34942313316372,2.3768721946,0.3,36,"a_1"
3.08500748055808,6.4530012601655,64.8768721946,0.3,36,"B_1"
1.24114892138243,1.75660780778408,53.3832484809,0.3,36,"b_1"
12.283129618762,9.28775340128367,14.8768721946,0.3,37,"A_1"
7.31704028011614,8.37015930718912,2.3768721946,0.3,37,"a_1"
3.29728994394561,6.90570000738944,64.8768721946,0.3,37,"B_1"
1.53937870565891,2.1579293693409,53.3832484809,0.3,37,"b_1"
12.766369515699,9.41612474547021,14.8768721946,0.3,38,"A_1"
7.81661010615329,8.39089548121451,2.3768721946,0.3,38,"a_1"
3.50957240733314,7.35839875461338,64.8768721946,0.3,38,"B_1"
1.8376084899354,2.55925093089771,53.3832484809,0.3,38,"b_1"
13.2496094126361,9.54449608965675,14.8768721946,0.3,39,"A_1"
8.31617993219044,8.4116316552399,2.3768721946,0.3,39,"a_1"
3.72185487072066,7.81109750183732,64.8768721946,0.3,39,"B_1"
2.13583827421188,2.96057249245453,53.3832484809,0.3,39,"b_1"
13.7328493095732,9.67286743384329,14.8768721946,0.3,40,"A_1"
8.81574975822759,8.4323678292653,2.3768721946,0.3,40,"a_1"
3.85230197400569,8.29378120080026,74.8768721946,0.3,40,"B_1"
2.43406805848837,3.36189405401134,53.3832484809,0.3,40,"b_1"
14.2160892065102,9.80123877802983,14.8768721946,0.3,41,"A_1"
9.31531958426474,8.45310400329069,2.3768721946,0.3,41,"a_1"
4.35187180004284,8.31451737482565,2.3768721946,0.3,41,"B_1"
2.73229784276485,3.76321561556816,53.3832484809,0.3,41,"b_1"
-0.25,-0.25,64.8768721946,0.3,41,"C_1"
14.7142790535613,9.84374614557026,4.8768721946,0.3,42,"A_1"
9.81488941030189,8.47384017731609,2.3768721946,0.3,42,"a_1"
4.85144162607999,8.33525354885104,2.3768721946,0.3,42,"B_1"
3.09568560432228,4.10665314227466,43.3832484809,0.3,42,"b_1"
-0.0377175366124719,0.202698747223938,64.8768721946,0.3,42,"C_1"
15.21228160432,9.79909797161163,354.8768721946,0.3,43,"A_1"
10.314459236339,8.49457635134148,2.3768721946,0.3,43,"a_1"
5.35101145211714,8.35598972287644,2.3768721946,0.3,43,"B_1"
3.45907336587971,4.45009066898117,43.3832484809,0.3,43,"b_1"
0.174564926775056,0.655397494447876,64.8768721946,0.3,43,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,44,"A_1"
10.8140290623762,8.51531252536688,2.3768721946,0.3,44,"a_1"
5.84659248880078,8.28966147791572,352.3768721946,0.3,44,"B_1"
3.68308361179156,4.8971023128189,63.3832484809,0.3,44,"b_1"
0.386847390162584,1.10809624167181,64.8768721946,0.3,44,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,45,"A_1"
11.3135988884133,8.53604869939227,2.3768721946,0.3,45,"a_1"
6.34217352548442,8.223333232955,352.3768721946,0.3,45,"B_1"
4.17676737379551,4.81787893789943,350.8832484809,0.3,45,"b_1"
0.599129853550112,1.56079498889575,64.8768721946,0.3,45,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,46,"A_1"
11.8131687144505,8.55678487341767,2.3768721946,0.3,46,"a_1"
6.83775456216806,8.15700498799428,352.3768721946,0.3,46,"B_1"
4.67670796483662,4.82558642967469,0.883248480900022,0.3,46,"b_1"
0.81141231693764,2.01349373611969,64.8768721946,0.3,46,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,47,"A_1"
12.3127385404876,8.57752104744306,2.3768721946,0.3,47,"a_1"
7.3333355988517,8.09067674303356,352.3768721946,0.3,47,"B_1"
5.17664855587773,4.83329392144994,0.883248480900022,0.3,47,"b_1"
1.02369478032517,2.46619248334363,64.8768721946,0.3,47,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,48,"A_1"
12.8123083665248,8.59825722146845,2.3768721946,0.3,48,"a_1"
7.82891663553534,8.02434849807284,352.3768721946,0.3,48,"B_1"
5.67658914691884,4.8410014132252,0.883248480900022,0.3,48,"b_1"
1.2359772437127,2.91889123056756,64.8768721946,0.3,48,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,49,"A_1"
13.3118781925619,8.61899339549385,2.3768721946,0.3,49,"a_1"
8.32449767221898,7.95802025311212,352.3768721946,0.3,49,"B_1"
6.17652973795995,4.84870890500045,0.883248480900022,0.3,49,"b_1"
1.5236449719728,3.32785000369472,54.8768721946,0.3,49,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,50,"A_1"
13.8114480185991,8.63972956951924,2.3768721946,0.3,50,"a_1"
8.82406749825613,7.97875642713752,2.37687219459997,0.3,50,"B_1"
6.67647032900106,4.85641639677571,0.883248480900022,0.3,50,"b_1"
1.73592743536033,3.78054875091866,64.8768721946,0.3,50,"C_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,51,"A_1"
14.3110178446363,8.66046574354464,2.3768721946,0.3,51,"a_1"
9.32363732429328,7.99949260116291,2.37687219459997,0.3,51,"B_1"
7.17641092004217,4.86412388855096,0.883248480900022,0.3,51,"b_1"
1.94820989874786,4.2332474981426,64.8768721946,0.3,51,"C_1"
-0.25,-0.25,53.3832484809,0.3,51,"D_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,52,"A_1"
14.8065988813199,8.59413749858392,352.3768721946,0.3,52,"a_1"
9.82320715033043,8.0202287751883,2.37687219459997,0.3,52,"B_1"
7.67635151108328,4.87183138032622,0.883248480900022,0.3,52,"b_1"
2.16049236213539,4.68594624536653,64.8768721946,0.3,52,"C_1"
0.0482297842764851,0.151321561556816,53.3832484809,0.3,52,"D_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,53,"A_1"
15.3021799180035,8.5278092536232,352.3768721946,0.3,53,"a_1"
10.3227769763676,8.0409649492137,2.37687219459997,0.3,53,"B_1"
8.17629210212439,4.87953887210147,0.883248480900022,0.3,53,"b_1"
2.37277482552292,5.13864499259047,64.8768721946,0.3,53,"C_1"
0.34645956855297,0.552643123113632,53.3832484809,0.3,53,"D_1"
15.4539015527885,9.8632836437049,14.8768721946,0.3,54,"A_1"
15.8017497440407,8.54854542764859,2.37687219459997,0.3,54,"a_1"
10.8223468024047,8.06170112323909,2.37687219459997,0.3,54,"B_1"
8.6762326931655,4.88724636387673,0.883248480900022,0.3,54,"b_1"
2.58505728891044,5.59134373981441,64.8768721946,0.3,54,"C_1"
0.644689352829455,0.953964684670448,53.3832484809,0.3,54,"D_1"
15.4539015527885,9.8632836437049,350.2587096295,0.3,55,"A_1"
16.3013195700778,8.56928160167399,2.37687219459997,0.3,55,"a_1"
11.3219166284419,8.08243729726448,2.37687219459997,0.3,55,"B_1"
9.17617328420661,4.89495385565198,0.883248480900022,0.3,55,"b_1"
2.79733975229797,6.04404248703835,64.8768721946,0.3,55,"C_1"
0.94291913710594,1.35528624622726,53.3832484809,0.3,55,"D_1"
15.8234947243306,9.79983376151874,350.2587096295,0.3,56,"A_1"
16.800889396115,8.59001777569938,2.37687219459997,0.3,56,"a_1"
11.821486454479,8.10317347128987,2.37687219459997,0.3,56,"B_1"
9.67611387524772,4.90266134742724,0.883248480900022,0.3,56,"b_1"
3.0096222156855,6.49674123426229,64.8768721946,0.3,56,"C_1"
1.24114892138243,1.75660780778408,53.3832484809,0.3,56,"D_1"
16.1930878958728,9.73638387933259,350.2587096295,0.3,57,"A_1"
17.3004592221521,8.61075394972477,2.37687219459997,0.3,57,"a_1"
12.3210562805162,8.12390964531527,2.37687219459997,0.3,57,"B_1"
10.1760544662888,4.91036883920249,0.883248480900022,0.3,57,"b_1"
3.22190467907303,6.94943998148622,64.8768721946,0.3,57,"C_1"
1.53937870565891,2.1579293693409,53.3832484809,0.3,57,"D_1"
16.5626810674149,9.67293399714643,350.2587096295,0.3,58,"A_1"
17.8000290481893,8.63149012375016,2.37687219459997,0.3,58,"a_1"
12.8206261065533,8.14464581934066,2.37687219459997,0.3,58,"B_1"
10.6759950573299,4.91807633097775,0.883248480900022,0.3,58,"b_1"
3.43418714246056,7.40213872871016,64.8768721946,0.3,58,"C_1"
1.8376084899354,2.55925093089771,53.3832484809,0.3,58,"D_1"
16.932274238957,9.60948411496027,350.2587096295,0.3,59,"A_1"
18.2884084872103,8.73866065860692,12.3768721946,0.3,59,"a_1"
13.3201959325905,8.16538199336605,2.37687219459997,0.3,59,"B_1"
11.175935648371,4.925783822753,0.883248480900022,0.3,59,"b_1"
3.64646960584808,7.8548374759341,64.8768721946,0.3,59,"C_1"
2.13583827421188,2.96057249245453,53.3832484809,0.3,59,"D_1"
17.3072704161669,9.61117735977206,0.258709629500004,0.3,60,"A_1"
18.7767879262314,8.84583119346367,12.3768721946,0.3,60,"a_1"
13.8197657586276,8.18611816739145,2.37687219459997,0.3,60,"B_1"
11.6758762394122,4.93349131452826,0.883248480900022,0.3,60,"b_1"
3.85875206923561,8.30753622315804,64.8768721946,0.3,60,"C_1"
2.43406805848837,3.36189405401134,53.3832484809,0.3,60,"D_1"
17.6822665933767,9.61287060458385,0.258709629500004,0.3,61,"A_1"
19.2651673652524,8.95300172832043,12.3768721946,0.3,61,"a_1"
14.3193355846648,8.20685434141684,2.37687219459997,0.3,61,"B_1"
12.1758168304533,4.94119880630351,0.883248480900022,0.3,61,"b_1"
4.34199196617267,8.43590756734458,14.8768721946,0.3,61,"C_1"
2.73229784276485,3.76321561556816,53.3832484809,0.3,61,"D_1"
-0.25,-0.25,64.8768721946,0.3,61,"c_1"
18.0572627705866,9.61456384939565,0.258709629500004,0.3,62,"A_1"
19.509357084763,9.0065869957488,12.3768721946,0.3,62,"a_1"
14.8189054107019,8.22759051544223,2.37687219459997,0.3,62,"B_1"
12.6757574214944,4.94890629807877,0.883248480900022,0.3,62,"b_1"
4.84018181322376,8.47841493488501,4.8768721946,0.3,62,"C_1"
3.09568560432228,4.10665314227466,43.3832484809,0.3,62,"D_1"
-0.0377175366124719,0.202698747223938,64.8768721946,0.3,62,"c_1"
18.4322589477964,9.61625709420744,0.258709629500004,0.3,63,"A_1"
19.7750913508453,9.27118159098783,44.8768721946,0.3,63,"a_1"
15.3184752367391,8.24832668946762,2.37687219459997,0.3,63,"B_1"
13.1756980125355,4.95661378985402,0.883248480900022,0.3,63,"b_1"
5.33837166027484,8.52092230242544,4.8768721946,0.3,63,"C_1"
3.45907336587971,4.45009066898117,43.3832484809,0.3,63,"D_1"
0.174564926775056,0.655397494447876,64.8768721946,0.3,63,"c_1"
18.749437295642,9.41619986325096,327.7587096295,0.3,64,"A_1"
20.0987175451379,9.73126021075588,54.8768721946,0.3,64,"a_1"
15.8180450627762,8.26906286349302,2.37687219459997,0.3,64,"B_1"
13.6756386035766,4.96432128162928,0.883248480900022,0.3,64,"b_1"
5.83656150732592,8.56342966996587,4.8768721946,0.3,64,"C_1"
3.75730315015619,4.85141223053798,53.3832484809,0.3,64,"D_1"
0.386847390162584,1.10809624167181,64.8768721946,0.3,64,"c_1"
19.0965365652725,9.27425939325764,337.7587096295,0.3,65,"A_1"
20.3375353164489,10.2405463013828,64.8768721946,0.3,65,"a_1"
16.3176148888134,8.28979903751841,2.37687219459997,0.3,65,"B_1"
14.1755791946177,4.97202877340453,0.883248480900022,0.3,65,"b_1"
6.33475135437701,8.60593703750629,4.8768721946,0.3,65,"C_1"
4.25643171246304,4.88091948878919,3.3832484809,0.3,65,"D_1"
0.599129853550112,1.56079498889575,64.8768721946,0.3,65,"c_1"
19.4630103210211,9.19474847358291,347.7587096295,0.3,66,"A_1"
20.5763530877598,10.7498323920097,64.8768721946,0.3,66,"a_1"
16.8171847148505,8.3105352115438,2.37687219459997,0.3,66,"B_1"
14.6755197856588,4.97973626517979,0.883248480900022,0.3,66,"b_1"
6.83294120142809,8.64844440504672,4.8768721946,0.3,66,"C_1"
4.75556027476988,4.91042674704039,3.3832484809,0.3,66,"D_1"
0.81141231693764,2.01349373611969,64.8768721946,0.3,66,"c_1"
19.9907133460919,9.38951953747898,20.2587096295,0.3,67,"A_1"
20.8151708590708,11.2591184826367,64.8768721946,0.3,67,"a_1"
17.3167545408877,8.33127138556919,2.37687219459997,0.3,67,"B_1"
15.1754603766999,4.98744375695504,0.883248480900022,0.3,67,"b_1"
7.33113104847918,8.69095177258715,4.8768721946,0.3,67,"C_1"
5.25468883707672,4.93993400529159,3.3832484809,0.3,67,"D_1"
1.02369478032517,2.46619248334363,64.8768721946,0.3,67,"c_1"
20.4199763575278,9.75302953323282,40.2587096295,0.3,68,"A_1"
20.9619238502664,11.80213764397,74.8768721946,0.3,68,"a_1"
17.8051339799087,8.43844192042595,12.3768721946,0.3,68,"B_1"
15.675400967741,4.9951512487303,0.883248480900022,0.3,68,"b_1"
7.82932089553026,8.73345914012758,4.8768721946,0.3,68,"C_1"
5.75381739938357,4.96944126354279,3.3832484809,0.3,68,"D_1"
1.2359772437127,2.91889123056756,64.8768721946,0.3,68,"c_1"
20.6990239009024,10.2414337905204,60.2587096295,0.3,69,"A_1"
21.472231665738,12.0387643192809,24.8768721946,0.3,69,"a_1"
18.2935134189298,8.5456124552827,12.3768721946,0.3,69,"B_1"
16.1753415587821,5.00285874050555,0.883248480900022,0.3,69,"b_1"
8.32751074258135,8.77596650766801,4.8768721946,0.3,69,"C_1"
6.25294596169041,4.998948521794,3.3832484809,0.3,69,"D_1"
1.5236449719728,3.32785000369472,54.8768721946,0.3,69,"c_1"
20.889021575834,10.7708741870907,70.2587096295,0.3,70,"A_1"
22.0158765497922,12.1831820814907,14.8768721946,0.3,70,"a_1"
18.7818928579508,8.65278299013946,12.3768721946,0.3,70,"B_1"
16.6752821498233,5.01056623228081,0.883248480900022,0.3,70,"b_1"
8.82570058963243,8.81847387520844,4.8768721946,0.3,70,"C_1"
6.75207452399725,5.0284557800452,3.3832484809,0.3,70,"D_1"
1.73592743536033,3.78054875091866,64.8768721946,0.3,70,"c_1"
20.9841963991133,11.3252639444039,80.2587096295,0.3,71,"A_1"
22.5595214338463,12.3275998437006,14.8768721946,0.3,71,"a_1"
19.2702722969719,8.75995352499621,12.3768721946,0.3,71,"B_1"
17.1752227408644,5.01827372405606,0.883248480900022,0.3,71,"b_1"
9.32389043668351,8.86098124274887,4.8768721946,0.3,71,"C_1"
7.2512030863041,5.0579630382964,3.3832484809,0.3,71,"D_1"
1.94820989874786,4.2332474981426,64.8768721946,0.3,71,"c_1"
-0.25,-0.25,64.8768721946,0.3,71,"E_1"
21.0793712223925,11.8796537017171,80.2587096295,0.3,72,"A_1"
23.1031663179005,12.4720176059105,14.8768721946,0.3,72,"a_1"
19.501447241913,8.85512781160491,22.3768721946,0.3,72,"B_1"
17.6751633319055,5.02598121583132,0.883248480900022,0.3,72,"b_1"
9.8220802837346,8.9034886102893,4.8768721946,0.3,72,"C_1"
7.75033164861094,5.0874702965476,3.3832484809,0.3,72,"D_1"
2.16049236213539,4.68594624536653,64.8768721946,0.3,72,"c_1"
0.0376677282601073,0.158958773127157,54.8768721946,0.3,72,"E_1"
20.7158612266387,12.308916713153,130.2587096295,0.3,73,"A_1"
23.6468112019547,12.6164353681203,14.8768721946,0.3,73,"a_1"
19.7171980381081,9.16184689145028,54.8768721946,0.3,73,"B_1"
18.1751039229466,5.03368870760657,0.883248480900022,0.3,73,"b_1"
10.3200828344933,8.85884043633066,354.8768721946,0.3,73,"C_1"
8.24946021091779,5.11697755479881,3.3832484809,0.3,73,"D_1"
2.37277482552292,5.13864499259047,64.8768721946,0.3,73,"c_1"
0.325335456520214,0.567917546254313,54.8768721946,0.3,73,"E_1"
20.2274569693511,12.5879642565276,150.2587096295,0.3,74,"A_1"
24.1904560860089,12.7608531303302,14.8768721946,0.3,74,"a_1"
19.9560158094191,9.67113298207721,64.8768721946,0.3,74,"B_1"
18.6750445139877,5.04139619938183,0.883248480900022,0.3,74,"b_1"
10.818085385252,8.81419226237203,354.8768721946,0.3,74,"C_1"
8.74858877322463,5.14648481305001,3.3832484809,0.3,74,"D_1"
2.58505728891044,5.59134373981441,64.8768721946,0.3,74,"c_1"
0.613003184780321,0.97687631938147,54.8768721946,0.3,74,"E_1"
19.6980165727808,12.7779619314592,160.2587096295,0.3,75,"A_1"
24.7509196639414,12.8086739188132,4.87687219459997,0.3,75,"a_1"
20.1027688006147,10.2141521434105,74.8768721946,0.3,75,"B_1"
19.1749851050288,5.04910369115709,0.883248480900022,0.3,75,"b_1"
11.3160879360107,8.7695440884134,354.8768721946,0.3,75,"C_1"
9.24771733553147,5.17599207130121,3.3832484809,0.3,75,"D_1"
2.79733975229797,6.04404248703835,64.8768721946,0.3,75,"c_1"
0.900670913040429,1.38583509250863,54.8768721946,0.3,75,"E_1"
19.1436268154676,12.8731367547385,170.2587096295,0.3,76,"A_1"
25.3113832418739,12.8564947072961,4.87687219459997,0.3,76,"a_1"
20.2495217918104,10.7571713047438,74.8768721946,0.3,76,"B_1"
19.6749256960699,5.05681118293234,0.883248480900022,0.3,76,"b_1"
11.8140904867693,8.72489591445476,354.8768721946,0.3,76,"C_1"
9.74684589783832,5.20549932955241,3.3832484809,0.3,76,"D_1"
3.0096222156855,6.49674123426229,64.8768721946,0.3,76,"c_1"
1.18833864130054,1.79479386563578,54.8768721946,0.3,76,"E_1"
18.5811325496528,12.8705968875208,180.2587096295,0.3,77,"A_1"
25.5916150308401,12.8804051015376,4.87687219459997,0.3,77,"a_1"
20.396274783006,11.3001904660771,74.8768721946,0.3,77,"B_1"
20.174866287111,5.0645186747076,0.883248480900022,0.3,77,"b_1"
12.312093037528,8.68024774049613,354.8768721946,0.3,77,"C_1"
10.2459744601452,5.23500658780362,3.3832484809,0.3,77,"D_1"
3.22190467907303,6.94943998148622,64.8768721946,0.3,77,"c_1"
1.47600636956064,2.20375263876294,54.8768721946,0.3,77,"E_1"
18.018638283838,12.8680570203031,180.2587096295,0.3,78,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,78,"a_1"
20.5430277742017,11.8432096274104,74.8768721946,0.3,78,"B_1"
20.6748068781521,5.07222616648285,0.883248480900022,0.3,78,"b_1"
12.8100955882867,8.6355995665375,354.8768721946,0.3,78,"C_1"
10.745103022452,5.26451384605482,3.3832484809,0.3,78,"D_1"
3.43418714246056,7.40213872871016,64.8768721946,0.3,78,"c_1"
1.76367409782075,2.6127114118901,54.8768721946,0.3,78,"E_1"
17.4561440180232,12.8655171530854,180.2587096295,0.3,79,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,79,"a_1"
20.5932569699052,12.403462497014,84.8768721946,0.3,79,"B_1"
21.1747474691932,5.07993365825811,0.883248480900022,0.3,79,"b_1"
13.3080981390454,8.59095139257887,354.8768721946,0.3,79,"C_1"
11.2442315847588,5.29402110430602,3.3832484809,0.3,79,"D_1"
3.64646960584808,7.8548374759341,64.8768721946,0.3,79,"c_1"
1.97595656120828,3.06541015911403,64.8768721946,0.3,79,"E_1"
16.8936497522084,12.8629772858677,180.2587096295,0.3,80,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,80,"a_1"
20.6434861656086,12.9637153666175,84.8768721946,0.3,80,"B_1"
21.6746880602344,5.08764115003336,0.883248480900022,0.3,80,"b_1"
13.8061006898041,8.54630321862023,354.8768721946,0.3,80,"C_1"
11.7433601470657,5.32352836255722,3.3832484809,0.3,80,"D_1"
3.85875206923561,8.30753622315804,64.8768721946,0.3,80,"c_1"
2.18823902459581,3.51810890633797,64.8768721946,0.3,80,"E_1"
16.3311554863936,12.86043741865,180.2587096295,0.3,81,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,81,"a_1"
20.6937153613121,13.523968236221,84.8768721946,0.3,81,"B_1"
22.1746286512755,5.09534864180862,0.883248480900022,0.3,81,"b_1"
14.3042905368552,8.58881058616066,4.87687219459997,0.3,81,"C_1"
12.2424887093725,5.35303562080843,3.3832484809,0.3,81,"D_1"
4.34199196617267,8.43590756734458,14.8768721946,0.3,81,"c_1"
2.31868612788083,4.00079260530091,74.8768721946,0.3,81,"E_1"
-0.25,-0.25,64.8768721946,0.3,81,"d_1"
15.7686612205789,12.8578975514324,180.2587096295,0.3,82,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,82,"a_1"
20.7439445570155,14.0842211058245,84.8768721946,0.3,82,"B_1"
22.6745692423166,5.10305613358387,0.883248480900022,0.3,82,"b_1"
14.8024803839063,8.63131795370109,4.87687219459997,0.3,82,"C_1"
12.7416172716794,5.38254287905963,3.3832484809,0.3,82,"D_1"
4.84018181322376,8.47841493488501,4.8768721946,0.3,82,"c_1"
2.44913323116586,4.48347630426385,74.8768721946,0.3,82,"E_1"
-0.0377175366124719,0.202698747223938,64.8768721946,0.3,82,"d_1"
15.2061669547641,12.8553576842147,180.2587096295,0.3,83,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,83,"a_1"
20.794173752719,14.6444739754281,84.8768721946,0.3,83,"B_1"
23.1745098333577,5.11076362535913,0.883248480900022,0.3,83,"b_1"
15.3006702309574,8.67382532124152,4.87687219459997,0.3,83,"C_1"
13.2407458339862,5.41205013731083,3.3832484809,0.3,83,"D_1"
5.33837166027484,8.52092230242544,4.8768721946,0.3,83,"c_1"
2.57958033445089,4.96616000322679,74.8768721946,0.3,83,"E_1"
0.174564926775056,0.655397494447876,64.8768721946,0.3,83,"d_1"
14.6436726889493,12.852817816997,180.2587096295,0.3,84,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,84,"a_1"
20.8444029484225,15.2047268450316,84.8768721946,0.3,84,"B_1"
23.6744504243988,5.11847111713438,0.883248480900022,0.3,84,"b_1"
15.7988600780084,8.71633268878195,4.87687219459997,0.3,84,"C_1"
13.7398743962931,5.44155739556203,3.3832484809,0.3,84,"D_1"
5.83656150732592,8.56342966996587,4.8768721946,0.3,84,"c_1"
2.71002743773592,5.44884370218973,74.8768721946,0.3,84,"E_1"
0.386847390162584,1.10809624167181,64.8768721946,0.3,84,"d_1"
14.0811784231345,12.8502779497793,180.2587096295,0.3,85,"A_1"
25.7317309253232,12.8923602986584,4.87687219459997,0.3,85,"a_1"
